lead_time,no_of_special_requests,avg_price_per_room,market_segment_type,arrival_month,arrival_date,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
145,0,94.5,4.0,8,1,1,1,3.0,0.0,Not_Canceled
81,0,190.29,4.0,7,11,5,2,1.0,3.0,Not_Canceled
6,1,169.93,4.0,9,12,1,1,0.0,3.0,Not_Canceled
10,1,89.0,4.0,4,3,0,2,3.0,0.0,Not_Canceled
54,0,140.4,4.0,6,4,1,0,0.0,3.0,Canceled
176,0,125.1,3.0,9,8,3,0,0.0,0.0,Canceled
68,0,125.1,4.0,9,16,1,0,3.0,0.0,Canceled
50,2,127.8,4.0,10,4,2,0,0.0,0.0,Not_Canceled
1,0,98.0,4.0,8,9,0,2,0.0,0.0,Not_Canceled
150,0,80.1,4.0,10,30,0,2,3.0,0.0,Canceled
135,0,90.0,3.0,9,14,2,1,0.0,0.0,Not_Canceled
111,0,120.0,3.0,10,10,0,1,0.0,0.0,Canceled
3,0,138.5,3.0,7,11,1,2,1.0,0.0,Not_Canceled
122,2,76.5,4.0,7,13,0,1,0.0,0.0,Canceled
40,1,158.4,4.0,10,2,0,1,0.0,3.0,Not_Canceled
204,2,93.22,4.0,8,15,10,5,0.0,0.0,Canceled
119,0,112.5,4.0,6,28,1,0,0.0,0.0,Canceled
240,0,140.4,4.0,9,30,2,0,0.0,3.0,Canceled
96,3,108.0,4.0,10,3,1,1,3.0,0.0,Not_Canceled
131,0,108.0,4.0,10,10,0,1,3.0,0.0,Canceled
247,1,115.0,3.0,6,6,1,1,1.0,0.0,Canceled
137,1,79.72,4.0,5,22,3,2,0.0,0.0,Not_Canceled
18,1,146.0,4.0,5,10,3,0,0.0,3.0,Not_Canceled
52,0,132.9,4.0,7,8,2,1,0.0,0.0,Canceled
304,0,89.0,3.0,11,3,3,0,0.0,0.0,Canceled
73,0,145.93,4.0,7,2,10,4,0.0,3.0,Canceled
142,1,138.55,4.0,8,8,4,1,0.0,3.0,Not_Canceled
88,0,98.18,4.0,4,26,4,0,0.0,0.0,Canceled
94,0,117.9,4.0,8,23,2,0,0.0,0.0,Canceled
57,1,90.67,3.0,6,10,2,1,0.0,0.0,Not_Canceled
61,0,63.58,3.0,3,19,2,2,0.0,0.0,Not_Canceled
276,0,116.33,3.0,9,22,3,0,0.0,0.0,Canceled
117,1,72.25,3.0,7,27,4,1,0.0,0.0,Not_Canceled
6,1,90.2,3.0,2,7,2,2,0.0,0.0,Not_Canceled
76,0,80.75,4.0,9,17,4,2,0.0,0.0,Not_Canceled
83,2,112.59,4.0,9,28,1,0,3.0,0.0,Not_Canceled
89,1,87.3,4.0,4,8,2,1,0.0,0.0,Not_Canceled
166,0,110.0,3.0,11,1,3,0,0.0,0.0,Canceled
10,0,110.0,2.0,5,29,5,3,0.0,0.0,Not_Canceled
250,0,95.0,3.0,9,26,3,1,0.0,0.0,Canceled
9,0,0.0,4.0,4,6,1,0,1.0,0.0,Not_Canceled
273,0,95.0,4.0,5,13,2,1,0.0,0.0,Canceled
85,2,73.95,4.0,3,17,3,2,0.0,0.0,Not_Canceled
79,0,88.5,4.0,4,17,1,2,3.0,0.0,Canceled
30,0,140.0,3.0,6,2,2,0,0.0,0.0,Not_Canceled
0,0,99.2,3.0,9,7,1,1,0.0,0.0,Not_Canceled
5,0,100.0,2.0,5,24,2,0,0.0,0.0,Not_Canceled
14,1,98.11,4.0,12,28,5,2,3.0,0.0,Not_Canceled
12,3,184.0,4.0,2,24,4,0,1.0,3.0,Not_Canceled
95,3,103.7,4.0,12,21,5,2,0.0,0.0,Not_Canceled
80,0,136.0,3.0,10,9,2,0,1.0,3.0,Not_Canceled
52,1,207.9,4.0,9,14,3,0,0.0,5.0,Canceled
64,0,93.5,4.0,3,18,2,2,0.0,0.0,Not_Canceled
11,1,129.75,4.0,7,25,2,1,0.0,0.0,Not_Canceled
178,0,124.5,4.0,8,18,3,0,0.0,0.0,Canceled
0,0,161.0,4.0,7,25,2,1,0.0,0.0,Not_Canceled
224,0,102.25,3.0,8,8,2,1,1.0,0.0,Canceled
7,2,138.0,4.0,9,11,2,0,0.0,0.0,Not_Canceled
0,0,163.18,2.0,5,18,1,0,0.0,0.0,Canceled
260,0,113.4,4.0,9,22,3,0,3.0,0.0,Canceled
1,1,95.0,4.0,11,5,2,0,3.0,0.0,Not_Canceled
172,0,80.75,4.0,6,27,4,1,3.0,0.0,Canceled
219,0,72.25,3.0,8,17,3,0,0.0,0.0,Not_Canceled
50,0,79.56,3.0,7,13,4,2,0.0,0.0,Canceled
14,2,184.0,4.0,9,22,1,0,0.0,3.0,Not_Canceled
0,0,0.0,1.0,10,1,1,0,0.0,0.0,Not_Canceled
156,1,72.25,3.0,7,16,2,2,0.0,0.0,Not_Canceled
211,0,100.0,3.0,5,20,2,0,0.0,0.0,Canceled
40,0,75.0,3.0,10,28,3,0,0.0,3.0,Not_Canceled
229,0,70.44,4.0,10,27,3,0,0.0,0.0,Canceled
7,1,156.0,4.0,6,16,4,2,0.0,3.0,Canceled
60,0,65.0,3.0,9,21,1,1,0.0,0.0,Not_Canceled
143,0,0.0,4.0,4,24,0,0,0.0,0.0,Not_Canceled
0,2,0.0,1.0,12,12,0,1,0.0,0.0,Not_Canceled
193,0,120.0,3.0,6,20,2,1,0.0,0.0,Canceled
61,1,72.24,3.0,10,26,1,1,0.0,0.0,Not_Canceled
6,1,126.0,4.0,5,9,1,1,0.0,3.0,Not_Canceled
87,2,181.16,4.0,7,9,5,2,0.0,5.0,Not_Canceled
119,0,90.9,4.0,4,15,2,0,0.0,0.0,Not_Canceled
72,1,53.95,4.0,9,19,3,1,0.0,3.0,Not_Canceled
5,0,64.0,3.0,2,2,3,0,0.0,0.0,Not_Canceled
5,0,82.35,4.0,11,28,1,1,3.0,0.0,Not_Canceled
16,0,76.0,2.0,3,8,2,0,0.0,3.0,Not_Canceled
104,1,77.03,4.0,7,16,1,1,0.0,0.0,Not_Canceled
170,1,96.3,4.0,6,28,3,0,0.0,0.0,Not_Canceled
75,0,80.0,3.0,3,17,3,1,0.0,0.0,Canceled
0,0,55.08,4.0,2,12,1,0,0.0,0.0,Not_Canceled
7,0,95.0,4.0,4,4,0,1,0.0,0.0,Not_Canceled
12,2,134.33,4.0,7,19,3,0,0.0,0.0,Not_Canceled
110,0,95.0,4.0,6,26,1,2,0.0,0.0,Canceled
15,0,60.0,3.0,12,27,1,0,0.0,0.0,Not_Canceled
18,1,75.0,4.0,1,21,2,0,3.0,0.0,Not_Canceled
245,0,110.0,3.0,7,6,4,2,0.0,0.0,Canceled
30,0,149.4,4.0,5,11,4,0,0.0,3.0,Canceled
79,1,95.2,4.0,4,4,3,1,0.0,3.0,Not_Canceled
61,1,75.0,3.0,11,23,3,0,0.0,0.0,Not_Canceled
235,0,106.25,4.0,10,27,3,1,0.0,0.0,Canceled
3,0,131.0,4.0,7,24,0,1,0.0,0.0,Not_Canceled
0,1,45.0,3.0,10,28,1,0,0.0,0.0,Not_Canceled
38,0,112.59,4.0,9,26,1,1,3.0,0.0,Canceled
100,0,38.67,3.0,3,25,2,1,0.0,0.0,Not_Canceled
19,1,95.0,2.0,10,27,1,0,0.0,0.0,Not_Canceled
94,0,146.7,4.0,6,30,2,0,0.0,3.0,Canceled
13,0,156.0,4.0,5,6,2,0,0.0,3.0,Not_Canceled
84,1,60.98,4.0,11,5,1,0,3.0,0.0,Not_Canceled
6,0,54.0,3.0,2,28,0,2,0.0,0.0,Not_Canceled
80,1,80.33,4.0,3,17,3,1,0.0,0.0,Not_Canceled
94,0,96.3,4.0,3,9,3,0,0.0,3.0,Not_Canceled
71,1,87.13,4.0,4,3,2,2,0.0,0.0,Not_Canceled
38,3,77.23,4.0,11,2,4,0,0.0,3.0,Not_Canceled
122,1,105.3,4.0,5,12,2,0,0.0,0.0,Not_Canceled
2,1,78.2,3.0,11,6,5,2,0.0,3.0,Not_Canceled
86,1,105.4,4.0,4,25,5,3,0.0,0.0,Canceled
47,0,90.3,4.0,2,18,3,0,0.0,3.0,Not_Canceled
1,0,71.7,4.0,1,27,2,0,0.0,0.0,Not_Canceled
44,0,98.8,4.0,12,2,2,0,0.0,0.0,Canceled
0,2,135.5,4.0,10,1,2,0,0.0,0.0,Not_Canceled
0,0,75.0,3.0,3,24,1,0,0.0,0.0,Not_Canceled
99,0,65.0,4.0,10,30,2,2,0.0,0.0,Canceled
25,2,89.89,4.0,12,10,2,2,0.0,0.0,Not_Canceled
75,0,80.0,4.0,3,17,3,1,0.0,0.0,Canceled
102,0,40.67,3.0,1,3,1,2,0.0,0.0,Not_Canceled
0,0,101.18,4.0,7,23,1,0,0.0,0.0,Not_Canceled
17,2,135.0,4.0,10,7,1,0,3.0,0.0,Not_Canceled
19,2,174.0,4.0,9,15,2,0,0.0,3.0,Not_Canceled
42,0,88.2,4.0,3,22,1,0,3.0,0.0,Not_Canceled
49,0,63.75,4.0,3,8,4,0,3.0,0.0,Canceled
77,1,115.8,4.0,4,18,2,1,0.0,3.0,Not_Canceled
0,3,129.0,4.0,8,30,3,0,3.0,0.0,Not_Canceled
9,0,82.92,4.0,3,30,1,0,0.0,0.0,Not_Canceled
77,1,125.1,4.0,6,18,1,1,0.0,0.0,Not_Canceled
95,1,65.83,4.0,4,14,1,0,3.0,0.0,Not_Canceled
177,1,80.75,4.0,7,26,4,0,3.0,0.0,Canceled
67,0,75.0,3.0,12,2,2,1,0.0,0.0,Not_Canceled
33,1,131.88,4.0,11,6,3,2,0.0,0.0,Not_Canceled
18,1,61.53,4.0,11,20,2,2,3.0,0.0,Not_Canceled
10,0,58.0,3.0,12,11,3,2,0.0,0.0,Not_Canceled
12,0,72.96,4.0,1,10,5,2,0.0,3.0,Not_Canceled
103,0,96.05,4.0,4,6,4,1,0.0,3.0,Not_Canceled
2,0,77.25,4.0,1,7,3,0,0.0,1.0,Not_Canceled
0,0,82.66,4.0,7,23,1,0,3.0,0.0,Not_Canceled
44,1,106.2,4.0,4,27,2,0,0.0,0.0,Not_Canceled
62,0,72.75,4.0,3,7,4,1,3.0,0.0,Canceled
12,1,65.0,2.0,6,20,0,1,0.0,0.0,Not_Canceled
2,1,116.27,4.0,7,9,1,0,0.0,0.0,Not_Canceled
166,0,110.0,4.0,11,1,3,0,0.0,0.0,Canceled
36,2,148.5,4.0,10,3,1,1,0.0,3.0,Not_Canceled
2,0,88.0,0.0,3,16,2,0,0.0,0.0,Not_Canceled
10,0,129.0,2.0,5,15,9,4,0.0,0.0,Not_Canceled
43,1,149.4,4.0,5,18,1,0,0.0,3.0,Not_Canceled
184,2,105.3,4.0,8,9,3,0,0.0,0.0,Canceled
58,0,113.4,4.0,6,20,2,1,0.0,3.0,Canceled
44,0,107.1,4.0,4,2,1,1,3.0,0.0,Canceled
73,1,107.95,4.0,4,9,2,2,0.0,3.0,Canceled
156,1,114.83,4.0,7,5,4,0,0.0,0.0,Canceled
37,0,94.5,4.0,9,16,2,0,0.0,0.0,Not_Canceled
94,1,111.33,4.0,10,8,1,2,0.0,0.0,Not_Canceled
16,1,0.0,4.0,10,8,0,0,0.0,0.0,Not_Canceled
1,0,65.0,2.0,3,29,1,0,0.0,0.0,Not_Canceled
77,1,75.0,3.0,12,9,2,0,0.0,0.0,Not_Canceled
189,1,60.0,3.0,3,25,2,1,0.0,3.0,Not_Canceled
22,1,95.0,4.0,11,19,3,0,0.0,0.0,Not_Canceled
222,0,118.0,4.0,4,28,3,2,0.0,0.0,Canceled
145,0,94.5,3.0,8,29,1,2,1.0,0.0,Not_Canceled
123,0,120.34,4.0,10,21,5,2,0.0,3.0,Not_Canceled
0,1,89.0,4.0,4,4,0,1,3.0,0.0,Not_Canceled
34,2,100.35,4.0,8,28,4,2,3.0,0.0,Canceled
83,2,159.3,4.0,4,3,1,2,0.0,5.0,Not_Canceled
181,1,250.0,3.0,10,11,1,0,0.0,0.0,Canceled
42,1,90.76,4.0,2,14,3,2,0.0,3.0,Not_Canceled
14,0,95.0,2.0,10,3,0,1,0.0,0.0,Not_Canceled
184,0,98.1,4.0,10,12,1,0,3.0,0.0,Canceled
2,0,94.0,0.0,11,2,2,0,0.0,3.0,Not_Canceled
38,1,145.8,4.0,9,21,2,1,0.0,0.0,Not_Canceled
99,0,80.5,2.0,2,19,2,0,0.0,0.0,Not_Canceled
30,1,88.56,3.0,7,14,3,1,3.0,0.0,Not_Canceled
210,0,72.75,3.0,10,8,3,1,0.0,0.0,Not_Canceled
4,0,85.5,3.0,4,7,3,0,0.0,0.0,Not_Canceled
287,2,100.8,4.0,9,29,3,0,0.0,0.0,Canceled
23,0,109.0,4.0,3,18,1,0,0.0,0.0,Not_Canceled
27,2,139.0,4.0,7,6,1,0,3.0,0.0,Not_Canceled
346,1,115.0,3.0,9,13,2,0,1.0,0.0,Canceled
27,1,151.0,4.0,7,8,2,0,0.0,0.0,Not_Canceled
48,2,79.2,4.0,11,4,2,1,3.0,0.0,Not_Canceled
90,0,73.95,4.0,3,7,4,1,0.0,0.0,Canceled
133,1,105.3,4.0,8,21,0,2,0.0,0.0,Not_Canceled
68,1,118.8,4.0,4,26,2,0,0.0,3.0,Not_Canceled
82,0,85.5,4.0,6,23,1,0,3.0,0.0,Canceled
30,0,67.0,2.0,11,13,0,1,0.0,0.0,Not_Canceled
2,0,169.33,4.0,8,15,2,1,3.0,0.0,Not_Canceled
118,1,114.3,4.0,8,11,1,0,0.0,0.0,Not_Canceled
134,0,65.0,3.0,12,4,2,2,0.0,0.0,Not_Canceled
33,2,117.33,4.0,9,15,2,0,0.0,0.0,Not_Canceled
40,2,109.8,4.0,9,1,1,0,0.0,0.0,Not_Canceled
43,1,117.9,4.0,4,8,1,0,0.0,0.0,Not_Canceled
88,0,76.5,4.0,8,14,2,0,0.0,0.0,Not_Canceled
117,1,97.75,4.0,6,28,4,0,3.0,1.0,Not_Canceled
54,2,156.93,4.0,7,10,0,1,0.0,5.0,Not_Canceled
259,0,90.0,3.0,5,5,3,0,0.0,0.0,Canceled
134,0,103.5,4.0,8,10,2,0,3.0,0.0,Canceled
180,1,100.0,3.0,5,2,1,1,0.0,0.0,Not_Canceled
78,2,90.63,4.0,11,12,5,2,0.0,0.0,Canceled
1,2,159.0,4.0,3,24,1,0,0.0,0.0,Not_Canceled
13,1,90.6,3.0,11,22,0,2,0.0,0.0,Not_Canceled
42,2,121.78,4.0,11,1,9,2,0.0,0.0,Not_Canceled
88,2,150.45,4.0,4,3,2,2,0.0,5.0,Not_Canceled
36,2,102.6,4.0,10,13,1,0,3.0,0.0,Not_Canceled
1,0,96.0,4.0,8,29,1,2,0.0,0.0,Not_Canceled
46,0,73.9,4.0,3,3,3,0,0.0,0.0,Canceled
96,0,94.5,3.0,7,11,1,2,1.0,0.0,Canceled
22,0,140.0,3.0,5,20,2,0,0.0,0.0,Not_Canceled
16,1,131.0,4.0,7,28,2,0,0.0,0.0,Canceled
147,2,143.1,4.0,9,18,3,2,0.0,3.0,Not_Canceled
37,1,72.91,4.0,9,5,3,1,3.0,0.0,Not_Canceled
24,2,119.0,4.0,10,20,3,0,3.0,0.0,Not_Canceled
8,0,185.67,4.0,3,25,2,1,1.0,0.0,Canceled
98,1,117.9,4.0,8,21,2,2,0.0,0.0,Not_Canceled
102,0,109.0,3.0,10,16,2,0,1.0,0.0,Not_Canceled
53,0,116.1,4.0,5,6,2,0,3.0,0.0,Canceled
12,0,71.0,3.0,1,19,2,0,0.0,0.0,Not_Canceled
59,0,75.0,3.0,11,18,2,2,0.0,0.0,Not_Canceled
22,2,112.25,4.0,8,28,2,2,3.0,0.0,Not_Canceled
154,1,114.3,4.0,8,24,1,0,0.0,0.0,Canceled
196,0,105.3,4.0,8,4,3,0,0.0,0.0,Canceled
62,0,75.0,3.0,11,21,2,1,0.0,0.0,Not_Canceled
99,0,65.0,3.0,10,30,2,2,0.0,0.0,Canceled
58,2,178.56,4.0,12,29,3,2,0.0,3.0,Not_Canceled
151,0,71.0,3.0,1,19,2,0,0.0,0.0,Not_Canceled
168,1,76.58,4.0,7,26,4,0,0.0,0.0,Not_Canceled
2,1,136.0,4.0,6,11,1,0,0.0,3.0,Not_Canceled
146,2,127.8,4.0,7,8,1,0,0.0,3.0,Not_Canceled
71,0,98.0,3.0,5,10,3,0,1.0,0.0,Not_Canceled
199,1,98.1,4.0,10,1,1,1,3.0,0.0,Not_Canceled
41,0,85.67,2.0,3,13,1,2,0.0,0.0,Not_Canceled
12,1,65.0,2.0,6,14,2,0,0.0,0.0,Not_Canceled
24,0,55.0,3.0,12,4,2,0,0.0,0.0,Not_Canceled
6,1,81.0,4.0,12,16,1,0,0.0,0.0,Not_Canceled
140,1,88.77,4.0,7,2,1,1,0.0,1.0,Not_Canceled
9,1,95.2,4.0,12,28,4,0,3.0,0.0,Not_Canceled
111,1,102.75,4.0,5,9,3,1,3.0,0.0,Not_Canceled
12,0,80.0,2.0,1,26,2,0,0.0,0.0,Not_Canceled
50,0,98.55,3.0,10,19,2,0,0.0,0.0,Not_Canceled
15,0,195.4,4.0,3,17,3,2,0.0,5.0,Canceled
33,0,64.0,2.0,1,25,1,1,0.0,0.0,Not_Canceled
230,0,137.0,3.0,9,6,5,0,1.0,0.0,Canceled
15,2,174.0,4.0,9,20,2,2,0.0,5.0,Not_Canceled
6,0,145.9,4.0,8,25,3,1,0.0,3.0,Canceled
10,0,79.0,0.0,11,7,3,1,0.0,0.0,Canceled
31,1,75.0,3.0,10,25,1,2,0.0,3.0,Not_Canceled
116,0,70.0,3.0,2,28,1,2,0.0,0.0,Canceled
9,0,75.0,4.0,1,29,1,0,3.0,0.0,Not_Canceled
24,0,105.0,4.0,9,15,3,0,0.0,0.0,Not_Canceled
4,0,95.0,3.0,5,2,0,1,0.0,0.0,Not_Canceled
134,2,103.5,4.0,8,11,3,0,3.0,0.0,Not_Canceled
45,0,143.65,4.0,3,28,3,1,0.0,3.0,Canceled
87,2,131.4,4.0,8,31,4,0,0.0,0.0,Not_Canceled
101,2,90.0,4.0,11,18,2,0,0.0,0.0,Canceled
86,2,205.06,4.0,7,15,2,0,0.0,6.0,Not_Canceled
28,1,90.25,4.0,9,4,2,2,0.0,0.0,Not_Canceled
8,0,56.0,3.0,3,1,3,0,0.0,0.0,Not_Canceled
257,0,80.0,3.0,7,1,2,0,1.0,0.0,Not_Canceled
99,1,137.1,4.0,9,5,2,1,0.0,0.0,Not_Canceled
90,1,99.45,4.0,4,23,5,2,1.0,0.0,Canceled
44,0,85.5,3.0,9,18,2,2,0.0,0.0,Not_Canceled
21,0,85.0,4.0,3,4,1,0,0.0,0.0,Canceled
26,1,139.0,4.0,9,25,1,2,0.0,0.0,Not_Canceled
30,1,186.22,4.0,11,2,9,4,0.0,5.0,Canceled
3,0,78.2,3.0,12,6,0,2,0.0,3.0,Not_Canceled
120,1,121.5,4.0,7,13,3,0,0.0,0.0,Not_Canceled
27,1,111.0,4.0,4,25,0,1,0.0,0.0,Not_Canceled
138,1,117.91,4.0,5,21,5,2,0.0,3.0,Canceled
61,0,99.9,4.0,7,23,1,1,0.0,0.0,Canceled
80,0,80.75,3.0,6,4,1,2,0.0,0.0,Not_Canceled
110,0,72.8,4.0,4,20,2,0,0.0,0.0,Not_Canceled
71,2,146.7,4.0,7,24,0,1,0.0,3.0,Not_Canceled
86,2,104.4,4.0,10,26,2,0,0.0,3.0,Not_Canceled
3,0,65.0,2.0,9,27,0,2,0.0,0.0,Not_Canceled
94,0,131.4,4.0,8,24,4,0,0.0,3.0,Canceled
41,0,60.0,3.0,11,8,2,2,0.0,3.0,Not_Canceled
22,0,67.52,4.0,3,6,3,2,0.0,0.0,Not_Canceled
39,0,137.7,4.0,4,21,3,1,0.0,3.0,Not_Canceled
74,0,80.0,3.0,9,18,2,0,1.0,0.0,Not_Canceled
4,1,65.46,4.0,11,13,0,1,3.0,0.0,Not_Canceled
30,2,125.1,4.0,9,15,1,0,3.0,0.0,Not_Canceled
78,0,117.9,4.0,8,7,0,1,0.0,0.0,Canceled
290,0,90.95,4.0,10,20,3,2,0.0,0.0,Canceled
0,0,65.0,2.0,9,20,0,2,0.0,0.0,Not_Canceled
80,1,126.9,4.0,5,2,1,1,0.0,0.0,Not_Canceled
70,2,113.87,4.0,12,8,3,0,0.0,0.0,Not_Canceled
170,2,86.24,4.0,7,28,3,0,3.0,0.0,Not_Canceled
147,0,76.5,4.0,8,11,3,0,0.0,0.0,Canceled
161,2,82.35,4.0,8,16,2,0,0.0,3.0,Not_Canceled
279,0,73.95,4.0,12,21,4,0,0.0,0.0,Canceled
105,0,75.0,3.0,10,12,3,0,0.0,0.0,Canceled
28,0,74.7,4.0,2,3,7,2,0.0,0.0,Canceled
108,2,87.3,4.0,3,30,3,0,0.0,0.0,Canceled
25,0,108.0,4.0,9,12,0,1,0.0,0.0,Canceled
36,0,130.32,3.0,5,22,0,2,0.0,4.0,Not_Canceled
185,0,103.5,4.0,12,16,2,1,0.0,3.0,Not_Canceled
157,0,85.5,4.0,6,30,3,0,3.0,0.0,Canceled
19,1,118.0,4.0,9,6,2,0,3.0,0.0,Not_Canceled
130,1,85.5,4.0,8,1,1,2,0.0,0.0,Canceled
86,0,100.0,2.0,9,9,2,0,0.0,0.0,Not_Canceled
14,1,121.0,4.0,6,8,1,0,0.0,0.0,Not_Canceled
4,1,82.9,4.0,1,10,0,2,0.0,0.0,Not_Canceled
239,0,112.2,3.0,6,15,2,0,1.0,0.0,Canceled
1,0,124.0,4.0,6,7,1,0,0.0,0.0,Not_Canceled
46,2,102.6,4.0,12,7,3,0,0.0,0.0,Not_Canceled
114,0,130.0,3.0,10,13,2,0,0.0,2.0,Not_Canceled
1,0,81.0,4.0,2,26,1,0,3.0,0.0,Not_Canceled
64,2,150.45,4.0,5,9,3,1,0.0,0.0,Not_Canceled
263,0,67.0,3.0,9,21,0,1,0.0,0.0,Not_Canceled
23,0,149.0,4.0,6,18,1,2,0.0,0.0,Canceled
1,0,139.0,4.0,7,8,1,0,3.0,0.0,Canceled
5,2,92.31,4.0,8,17,10,3,0.0,0.0,Canceled
104,1,72.25,4.0,4,18,3,1,3.0,0.0,Canceled
6,0,114.4,3.0,7,5,1,0,0.0,0.0,Not_Canceled
5,1,110.0,2.0,5,24,2,0,0.0,0.0,Not_Canceled
162,0,96.9,3.0,8,11,3,2,0.0,0.0,Not_Canceled
71,0,69.05,4.0,3,17,2,0,0.0,1.0,Not_Canceled
63,0,94.5,4.0,4,21,3,0,3.0,0.0,Canceled
165,1,103.5,4.0,7,10,0,1,3.0,0.0,Canceled
204,0,100.0,4.0,5,5,3,0,0.0,0.0,Canceled
274,2,107.0,4.0,8,9,3,0,0.0,0.0,Canceled
160,1,107.61,4.0,5,23,4,1,0.0,0.0,Canceled
4,0,85.0,3.0,9,19,0,1,3.0,0.0,Not_Canceled
129,0,128.7,4.0,8,25,2,0,0.0,3.0,Not_Canceled
258,0,96.3,4.0,10,29,1,2,0.0,0.0,Canceled
1,0,85.0,2.0,9,29,2,0,0.0,0.0,Not_Canceled
226,1,70.0,3.0,10,29,2,2,0.0,0.0,Not_Canceled
70,0,149.4,4.0,9,15,2,0,0.0,3.0,Canceled
17,2,148.38,4.0,5,7,2,2,1.0,0.0,Not_Canceled
238,1,126.9,4.0,9,21,2,0,0.0,0.0,Canceled
24,0,107.1,4.0,9,26,1,1,3.0,0.0,Canceled
2,1,102.0,4.0,2,13,1,0,0.0,0.0,Not_Canceled
4,0,91.0,4.0,2,13,1,2,0.0,0.0,Not_Canceled
291,0,115.0,3.0,8,19,2,0,1.0,0.0,Canceled
156,2,122.63,4.0,10,31,3,1,0.0,3.0,Canceled
126,0,139.5,4.0,8,3,1,0,1.0,0.0,Canceled
216,0,172.23,4.0,11,6,5,2,0.0,0.0,Canceled
1,0,164.0,4.0,10,6,2,0,0.0,4.0,Not_Canceled
34,0,99.9,3.0,4,12,1,0,0.0,0.0,Not_Canceled
17,0,65.0,2.0,9,20,1,2,0.0,0.0,Not_Canceled
5,0,0.0,1.0,8,19,1,0,0.0,0.0,Not_Canceled
103,0,115.0,4.0,4,19,2,0,0.0,0.0,Canceled
160,0,102.3,4.0,7,17,1,2,0.0,0.0,Canceled
2,0,205.0,4.0,10,10,1,1,0.0,5.0,Canceled
51,1,152.1,4.0,8,22,2,1,0.0,0.0,Not_Canceled
18,0,87.0,3.0,2,21,2,2,0.0,0.0,Not_Canceled
8,0,130.0,3.0,11,5,1,0,0.0,0.0,Not_Canceled
104,2,67.9,4.0,8,11,3,0,0.0,1.0,Not_Canceled
12,1,77.25,4.0,12,24,2,0,0.0,1.0,Not_Canceled
166,1,122.4,4.0,10,3,3,1,0.0,3.0,Canceled
37,0,65.0,2.0,5,8,0,1,0.0,0.0,Not_Canceled
40,0,189.9,4.0,4,6,1,0,0.0,5.0,Canceled
0,1,114.0,4.0,8,20,1,0,0.0,0.0,Not_Canceled
11,1,130.0,4.0,11,5,1,0,0.0,0.0,Canceled
0,0,109.0,3.0,8,14,2,0,1.0,0.0,Not_Canceled
338,1,90.67,3.0,10,7,2,1,0.0,0.0,Not_Canceled
101,0,132.6,4.0,5,25,4,0,0.0,3.0,Not_Canceled
3,0,120.0,4.0,10,16,0,2,0.0,0.0,Not_Canceled
135,1,130.5,4.0,8,13,1,0,0.0,0.0,Not_Canceled
245,0,75.0,3.0,6,17,2,0,0.0,0.0,Canceled
0,0,135.0,4.0,5,24,1,0,0.0,0.0,Canceled
176,0,0.0,4.0,9,8,0,0,0.0,0.0,Not_Canceled
26,2,133.5,4.0,9,12,1,1,0.0,0.0,Not_Canceled
118,0,110.0,3.0,6,6,2,1,0.0,0.0,Not_Canceled
0,0,159.0,4.0,9,15,1,0,3.0,0.0,Not_Canceled
28,2,277.0,4.0,7,20,1,0,1.0,5.0,Not_Canceled
38,0,81.0,3.0,6,19,1,2,0.0,0.0,Not_Canceled
25,1,113.31,4.0,6,26,4,2,0.0,3.0,Not_Canceled
6,0,78.2,3.0,11,4,4,1,0.0,3.0,Not_Canceled
119,0,127.8,4.0,8,16,2,0,0.0,3.0,Canceled
50,0,118.8,4.0,10,4,3,0,0.0,0.0,Canceled
50,1,146.7,4.0,4,21,2,0,0.0,3.0,Not_Canceled
253,2,78.3,4.0,12,8,3,0,0.0,0.0,Not_Canceled
128,1,97.42,4.0,7,11,2,1,0.0,3.0,Not_Canceled
95,0,107.1,4.0,8,1,2,1,3.0,0.0,Canceled
50,2,93.6,4.0,11,18,2,1,0.0,0.0,Not_Canceled
17,1,91.0,4.0,2,15,3,1,0.0,0.0,Not_Canceled
279,0,110.0,3.0,10,12,3,0,0.0,0.0,Canceled
59,1,93.08,3.0,4,11,3,1,0.0,0.0,Not_Canceled
1,1,226.17,4.0,10,2,2,1,0.0,5.0,Not_Canceled
324,0,87.3,4.0,11,21,2,1,0.0,3.0,Canceled
5,0,70.0,3.0,10,28,4,0,0.0,0.0,Not_Canceled
0,1,100.0,4.0,1,25,3,1,0.0,0.0,Not_Canceled
4,0,121.0,4.0,6,9,1,0,0.0,0.0,Canceled
72,1,68.4,4.0,3,14,3,1,3.0,0.0,Canceled
1,0,56.47,4.0,5,8,0,1,3.0,0.0,Not_Canceled
335,0,80.0,3.0,10,13,3,0,0.0,0.0,Not_Canceled
14,0,73.0,3.0,5,27,1,0,0.0,0.0,Not_Canceled
40,1,83.16,4.0,10,13,1,0,3.0,0.0,Not_Canceled
119,1,116.45,4.0,7,19,4,0,0.0,3.0,Not_Canceled
212,0,70.0,3.0,5,20,3,2,0.0,0.0,Not_Canceled
100,0,110.0,3.0,9,28,4,0,1.0,0.0,Not_Canceled
105,0,110.0,3.0,10,12,2,1,1.0,0.0,Canceled
18,1,96.0,4.0,9,4,2,0,3.0,0.0,Not_Canceled
